food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Coca-Cola,37.0,20.0,0.0,0.0,0.0,9600.0,9000.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,0.0,0.0,0.0,10.0,2.0,0.0001,0.02,Beverages
Drinking water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.01,Beverages
Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.01,Beverages
Coffee liqueur,336.0,300.0,110.0,20.0,110.0,47000.0,38000.0,100.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.01,0.1399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.04,3.0,0.01,6.0,30.0,0.0003999999999999,0.03,Beverages
Liqueur,327.0,16000.0,9700.0,4500.0,670.0,21000.0,20000.0,2800.0,0.0,58.0,92.0,0.1859999999999999,0.01,0.002,8e-05,0.06,0.08,0.09,0.01,0.2,0.0,0.45,0.0013,16.0,0.1299999999999999,0.04,2.0,0.01,50.0,32.0,0.0003999999999999,0.16,Beverages
Gatorade,26.0,0.0,0.0,0.0,0.0,6400.0,5200.0,0.0,0.0,0.0,39.0,0.0,0.01,0.0,0.0,0.0,0.22,0.06,0.02,0.4,0.0,0.0,0.0001999999999999,1.0,0.05,0.01,0.0,0.01,10.0,15.0,0.0,0.01,Beverages
Powerade,32.0,50.0,10.0,10.0,30.0,7800.0,6100.0,0.0,0.0,0.0,42.0,0.0,0.01,0.0,0.00091,0.0,1.6,0.0,153.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,18.0,0.0,0.01,Beverages
Absinthe,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.02,4.0,2.0,0.0,0.04,Beverages
Roman chamomile,1.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0059999999999999,0.01,0.001,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.08,0.02,1.0,0.04,0.0,9.0,0.0,0.04,Beverages
Distilled beverage,250.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.02,4.0,2.0,0.0,0.04,Beverages
Bottled water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,Beverages
Merlot,83.0,0.0,0.0,0.0,0.0,2500.0,620.0,70.0,0.0,0.0,4.0,0.0,0.01,0.001,0.0,0.03,0.22,0.03,0.06,0.0,0.0,0.0,0.0,8.0,0.46,0.01,12.0,0.1299999999999999,23.0,127.0,0.0001999999999999,0.1399999999999999,Beverages
Rockstar energy drink,58.0,220.0,0.0,0.0,0.0,13000.0,12000.0,340.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0038,1.6,9.8,4.2,1.4,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,6.0,0.0,0.05,Beverages
Horchata,54.0,710.0,0.0,0.0,0.0,12000.0,9400.0,480.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.24,0.0,18.0,0.01,0.0,3.0,0.01,15.0,34.0,0.0003999999999999,0.06,Beverages
Rice milk,47.0,970.0,0.0,630.0,310.0,9200.0,5300.0,280.0,300.0,0.0,39.0,0.0624,0.03,0.002,0.00063,0.1399999999999999,0.39,0.15,0.04,0.0,0.001,0.47,0.0001999999999999,118.0,0.2,0.04,11.0,0.2799999999999999,56.0,27.0,0.0022,0.1299999999999999,Beverages
Herbal tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.001,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.08,0.0,3.0,0.48,1.0,20.0,0.0,0.04,Beverages
V8 juice,21.0,0.0,0.0,0.0,0.0,4100.0,3300.0,820.0,800.0,0.0,173.0,0.2468999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,16.0,0.3,0.0,0.0,0.0,0.0,193.0,0.0,0.0,Beverages
Juice,54.0,0.0,0.0,10.0,10.0,13000.0,9400.0,200.0,200.0,0.0,2.0,0.0131999999999999,0.38,0.004,0.0,0.43,5.0,0.06,0.5,15.0,0.0,0.02,0.0,2.0,0.11,0.02,3.0,0.01,4.0,42.0,0.0,0.02,Beverages
Sake,134.0,0.0,0.0,0.0,0.0,5000.0,0.0,500.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.01,6.0,0.0,6.0,25.0,0.0014,0.02,Beverages
Grape juice,62.0,0.0,0.0,0.0,0.0,15000.0,15000.0,0.0,0.0,0.0,10.0,0.0231,0.01,0.004,0.0,0.02,0.2,0.0,0.06,34.0,0.0,0.0,0.017,12.0,0.3,0.03,10.0,0.0699999999999999,11.0,90.0,0.0001,0.05,Beverages
Potato flour,357.0,340.0,90.0,10.0,150.0,83000.0,3500.0,6900.0,5900.0,0.0,55.0,0.0,0.23,0.025,0.0,0.05,3.5,0.47,0.7699999999999999,3.8,0.0,0.25,0.0,65.0,1.4,0.2,65.0,0.31,168.0,1001.0,0.0011,0.54,Grains
Corn pudding,131.0,5000.0,2500.0,1500.0,550.0,17000.0,6600.0,4400.0,1200.0,72.0,282.0,0.0887999999999999,0.0699999999999999,0.029,0.00031,0.15,1.0,0.0,0.1299999999999999,3.7,0.0005,0.27,0.0005,39.0,0.53,0.04,15.0,0.08,90.0,176.0,0.0061,0.48,Grains
Biscuit,353.0,16000.0,4300.0,6900.0,4200.0,45000.0,2200.0,7000.0,1500.0,3.0,580.0,0.0245999999999999,0.36,0.061,8e-05,0.31,2.9,0.29,0.04,0.2,0.0,0.0,0.0,235.0,2.9,0.08,18.0,0.38,164.0,121.0,0.02,0.54,Grains
Banana bread,326.0,11000.0,2200.0,4500.0,3100.0,55000.0,0.0,4300.0,1100.0,43.0,302.0,0.1478999999999999,0.17,0.033,0.0001,0.2,1.4,0.27,0.15,1.7,0.0,0.0,0.0,21.0,1.4,0.0699999999999999,14.0,0.21,58.0,134.0,0.012,0.35,Grains
Cornbread,330.0,9600.0,3700.0,3500.0,2000.0,54000.0,16000.0,6600.0,2300.0,57.0,599.0,0.0503999999999999,0.19,0.055,0.00023,0.18,2.0,0.58,0.09,0.1,0.0,0.51,0.0037,135.0,1.9,0.0699999999999999,17.0,0.22,391.0,133.0,0.0087,0.67,Grains
Egg bread,287.0,6000.0,1600.0,2300.0,1100.0,48000.0,1800.0,9500.0,2300.0,51.0,380.0,0.0633,0.44,0.105,0.0001,0.44,4.8,0.2799999999999999,0.06,0.0,0.0003999999999999,0.2599999999999999,0.0009,93.0,3.0,0.16,19.0,0.5,106.0,115.0,0.03,0.79,Grains
Dough,272.0,2400.0,530.0,360.0,860.0,52000.0,4600.0,11000.0,2200.0,0.0,602.0,0.0003,0.71,0.123,0.0,0.43,4.8,0.46,0.11,0.0,0.0,0.21,0.0007,52.0,3.9,0.15,32.0,0.58,105.0,117.0,0.029,1.0,Grains
French bread,319.0,2100.0,500.0,390.0,830.0,62000.0,3600.0,13000.0,3100.0,0.0,720.0,0.0,0.43,0.1399999999999999,0.0,0.37,5.4,0.62,0.1,0.2,0.0,0.19,0.0005,47.0,3.9,0.15,31.0,0.57,126.0,140.0,0.03,1.1,Grains
Irish soda bread,290.0,5000.0,1100.0,2000.0,1500.0,56000.0,0.0,6600.0,2600.0,18.0,398.0,0.0581999999999999,0.3,0.047,5e-05,0.27,2.4,0.25,0.08,0.8,0.0,0.0,0.0,81.0,2.7,0.1299999999999999,23.0,0.36,114.0,266.0,0.016,0.57,Grains
Italian bread,271.0,3500.0,0.0,810.0,1400.0,50000.0,3200.0,8800.0,3200.0,0.0,550.0,0.0003,0.47,0.191,0.0,0.29,4.4,0.38,0.05,0.0,0.0,0.29,0.0012,78.0,2.9,0.19,27.0,0.46,103.0,110.0,0.027,0.86,Grains
Multigrain bread,288.0,4600.0,950.0,830.0,2000.0,47000.0,6900.0,15000.0,8100.0,0.0,414.0,0.0,0.24,0.0699999999999999,0.0,0.1399999999999999,4.4,0.37,0.29,0.1,0.0,0.4,0.0015,111.0,2.7,0.31,85.0,2.2,247.0,250.0,0.036,1.9,Grains
Oat bread,236.0,4400.0,700.0,1600.0,1700.0,40000.0,7700.0,10000.0,4500.0,0.0,353.0,0.0014999999999999,0.5,0.081,0.0,0.35,4.8,0.58,0.0699999999999999,0.0,0.0,0.44,0.0012,65.0,3.1,0.1399999999999999,35.0,0.78,141.0,147.0,0.03,0.8899999999999999,Grains
Oatmeal bread,269.0,4400.0,700.0,1600.0,1700.0,49000.0,8100.0,8400.0,4000.0,0.0,447.0,0.0048,0.4,0.062,3e-05,0.24,3.1,0.34,0.0699999999999999,0.0,0.0,0.48,0.0015,66.0,2.7,0.21,37.0,0.94,126.0,142.0,0.025,1.0,Grains
Pita bread,275.0,1200.0,170.0,110.0,540.0,56000.0,1300.0,9100.0,2200.0,0.0,536.0,0.0,0.6,0.107,0.0,0.33,4.6,0.4,0.03,0.0,0.0,0.3,0.0001999999999999,86.0,2.6,0.17,26.0,0.48,97.0,120.0,0.027,0.8400000000000001,Grains
Protein bread,245.0,2200.0,330.0,180.0,1000.0,44000.0,1400.0,12000.0,3000.0,0.0,404.0,0.0014999999999999,0.36,0.116,0.0,0.39,4.3,0.42,0.0699999999999999,0.0,0.0,0.36,0.0013,124.0,4.2,0.42,65.0,1.5,185.0,322.0,0.033,1.8,Grains
Pumpernickel bread,250.0,3100.0,440.0,930.0,1200.0,48000.0,530.0,8700.0,6500.0,0.0,596.0,0.0,0.33,0.093,0.0,0.31,3.1,0.4,0.1299999999999999,0.0,0.0,0.42,0.0007999999999999,68.0,2.9,0.29,54.0,1.3,178.0,208.0,0.025,1.5,Grains
Raisin bread,274.0,4400.0,1100.0,2300.0,680.0,52000.0,5700.0,7900.0,4300.0,0.0,347.0,0.0,0.34,0.106,0.0,0.4,3.5,0.39,0.0699999999999999,0.1,0.0,0.2799999999999999,0.0017,66.0,2.9,0.2,26.0,0.5,109.0,227.0,0.02,0.7200000000000001,Grains
Rye bread,259.0,3300.0,630.0,1300.0,800.0,48000.0,3900.0,8500.0,5800.0,0.0,603.0,0.0021,0.43,0.11,0.0,0.34,3.8,0.44,0.08,0.4,0.0,0.33,0.0012,73.0,2.8,0.19,40.0,0.82,125.0,166.0,0.031,1.1,Grains
White Bread,266.0,3300.0,700.0,600.0,1600.0,49000.0,5700.0,8900.0,2700.0,0.0,490.0,0.0003,0.53,0.111,0.0,0.24,4.8,0.54,0.09,0.0,0.0,0.22,0.0001999999999999,144.0,3.6,0.1,23.0,0.54,98.0,126.0,0.022,0.74,Grains
Bread crumbs,395.0,5300.0,1200.0,1000.0,2100.0,72000.0,6200.0,13000.0,4500.0,0.0,732.0,0.0,0.97,0.107,0.00035,0.4,6.6,0.55,0.12,0.0,0.0,0.08,0.0066,183.0,4.8,0.2599999999999999,43.0,0.92,165.0,196.0,0.025,1.5,Grains
Bread sticks,412.0,9500.0,1400.0,3600.0,3600.0,68000.0,1300.0,12000.0,3000.0,0.0,713.0,0.0,0.5900000000000001,0.162,0.0,0.55,5.3,0.54,0.0699999999999999,0.0,0.0,1.0,0.0022,22.0,4.3,0.19,32.0,0.5599999999999999,121.0,124.0,0.038,0.88,Grains
Bread stuffing,386.0,3400.0,850.0,1500.0,710.0,76000.0,8300.0,11000.0,3200.0,1.0,1405.0,0.0006,0.6,0.1679999999999999,2e-05,0.4,5.8,0.4,0.15,0.0,0.0,0.38,0.0011,97.0,3.8,0.24,40.0,0.5900000000000001,141.0,246.0,0.048,0.93,Grains
Angel food cake,258.0,800.0,120.0,70.0,370.0,58000.0,0.0,5900.0,1500.0,0.0,749.0,0.0,0.1,0.0349999999999999,6e-05,0.49,0.88,0.2,0.03,0.0,0.0,0.0,0.0,140.0,0.5199999999999999,0.08,12.0,0.09,324.0,93.0,0.0073,0.0699999999999999,Grains
Carrot cake,415.0,9800.0,1500.0,4000.0,3700.0,79000.0,0.0,5100.0,0.0,0.0,567.0,0.579,0.27,0.067,4e-05,0.17,2.2,0.29,0.08,1.2,0.0,0.0,0.0,172.0,1.8,0.05,8.0,0.53,247.0,169.0,0.015,0.2,Grains
Chocolate cake,371.0,15000.0,5400.0,6000.0,2800.0,53000.0,0.0,5300.0,1600.0,58.0,315.0,0.0419999999999999,0.1399999999999999,0.027,0.00016,0.21,1.1,0.3,0.04,0.2,0.0,0.0,0.0,60.0,1.6,0.21,32.0,0.2799999999999999,106.0,140.0,0.012,0.69,Grains
White cake,356.0,10000.0,3900.0,3700.0,2200.0,63000.0,57000.0,4400.0,1000.0,1.0,284.0,0.0125999999999999,0.1299999999999999,0.031,6e-05,0.19,1.1,0.17,0.03,0.1,0.0001999999999999,0.12,0.0040999999999999,90.0,1.2,0.0699999999999999,12.0,0.2799999999999999,70.0,99.0,0.011,0.33,Grains
Coffeecake,339.0,15000.0,5400.0,7100.0,1600.0,44000.0,0.0,7000.0,1000.0,85.0,339.0,0.0861,0.11,0.039,0.0003399999999999,0.1299999999999999,0.68,0.4,0.06,0.1,0.0,0.0,0.0,59.0,0.64,0.05,15.0,0.17,101.0,289.0,0.013,0.5900000000000001,Grains
Fruitcake,324.0,9100.0,1000.0,4200.0,3300.0,62000.0,27000.0,2900.0,3700.0,5.0,101.0,0.0065999999999999,0.05,0.02,1e-05,0.1,0.79,0.23,0.05,0.5,0.0,0.9,0.0015,33.0,2.1,0.05,16.0,0.22,52.0,153.0,0.002,0.27,Grains
Gingerbread,356.0,16000.0,4100.0,7100.0,4200.0,49000.0,0.0,3900.0,0.0,32.0,327.0,0.0144,0.19,0.033,6e-05,0.16,1.7,0.38,0.19,0.1,0.0,0.0,0.0,71.0,2.9,0.2,70.0,0.68,54.0,439.0,0.016,0.39,Grains
Marble cake,416.0,12000.0,2500.0,4800.0,3800.0,80000.0,36000.0,3400.0,2900.0,0.0,519.0,0.0006,0.18,0.036,0.0,0.1299999999999999,1.5,0.1,0.03,0.0,0.0,0.85,0.0028,76.0,1.6,0.1399999999999999,18.0,0.1399999999999999,275.0,123.0,0.0026,0.35,Grains
Pineapple cake,319.0,12000.0,2900.0,5200.0,3300.0,51000.0,0.0,3500.0,800.0,22.0,319.0,0.0759,153.0,0.026,8e-05,0.16,1.2,0.2,0.03,1.2,0.0,0.0,0.0,120.0,1.5,0.09,13.0,0.35,82.0,112.0,0.0094,0.31,Grains
Pound cake,353.0,14000.0,4800.0,3000.0,3400.0,54000.0,33000.0,5000.0,600.0,66.0,377.0,0.0722999999999999,0.17,0.0419999999999999,0.0003599999999999,0.25,1.6,0.49,0.04,0.0,0.0007999999999999,0.65,0.0017,47.0,1.5,0.04,8.0,0.11,140.0,149.0,0.005,0.43,Grains
Shortcake,346.0,14000.0,3800.0,6000.0,3600.0,49000.0,0.0,6100.0,0.0,3.0,506.0,0.0215999999999999,0.31,0.053,7.000000000000001e-05,0.27,2.6,0.25,0.03,0.2,0.0,0.0,0.0,205.0,2.5,0.08,16.0,0.33,143.0,106.0,0.017,0.48,Grains
Yellow cake,379.0,18000.0,5800.0,7200.0,4700.0,55000.0,39000.0,3200.0,1500.0,16.0,310.0,0.0078,0.04,0.022,0.0,0.09,0.8,0.17,0.0,0.0,0.0001999999999999,4.5,0.025,32.0,2.0,0.16,20.0,0.22,138.0,187.0,0.0059,0.42,Grains
Cheesecake,321.0,23000.0,9900.0,8600.0,1600.0,26000.0,22000.0,5500.0,400.0,55.0,438.0,0.1641,0.03,0.018,0.0001699999999999,0.19,0.2,0.57,0.05,0.4,0.0005,0.5599999999999999,0.0044,51.0,0.63,0.02,11.0,0.1399999999999999,93.0,90.0,0.0052,0.51,Grains
Chocolate brownie,466.0,29000.0,7300.0,11000.0,9400.0,50000.0,0.0,6200.0,0.0,73.0,343.0,0.2481,0.1399999999999999,0.029,0.00016,0.19,0.98,0.33,0.09,0.3,0.0,0.0,0.0,57.0,1.8,0.39,53.0,0.5900000000000001,132.0,176.0,0.012,0.97,Grains
Butter cookie,467.0,19000.0,11000.0,5500.0,980.0,69000.0,20000.0,6100.0,800.0,117.0,282.0,0.2019,0.37,0.076,0.0003599999999999,0.34,3.2,0.49,0.04,0.0,0.0003999999999999,0.58,0.0017,29.0,2.2,0.2,12.0,0.17,102.0,111.0,0.0084,0.38,Grains
Wafer,433.0,14000.0,4200.0,4900.0,4200.0,73000.0,37000.0,6600.0,3400.0,2.0,580.0,0.0029999999999999,0.2,0.047,8.999999999999999e-05,0.27,2.9,0.38,0.05,0.0,0.0,0.7200000000000001,0.0024,31.0,4.0,0.46,53.0,0.7,132.0,210.0,0.0056999999999999,1.1,Grains
Fig bars,348.0,7300.0,1100.0,3000.0,2800.0,71000.0,46000.0,3700.0,4600.0,0.0,350.0,0.0098999999999999,0.16,0.0349999999999999,8.999999999999999e-05,0.22,1.9,0.36,0.08,0.3,0.0,0.65,0.0058,64.0,2.9,0.15,27.0,0.34,62.0,207.0,0.0033,0.39,Grains
Gingersnaps,416.0,9800.0,2500.0,5400.0,1400.0,77000.0,20000.0,5600.0,2200.0,0.0,501.0,0.0006,0.2,0.087,0.0,0.29,3.2,0.38,0.1,0.0,0.0,0.97,0.0025,77.0,6.4,0.31,49.0,1.6,83.0,346.0,0.0051,0.55,Grains
Graham cracker,430.0,11000.0,1600.0,2500.0,5400.0,78000.0,25000.0,6700.0,3400.0,0.0,459.0,0.0006,0.27,0.091,0.0,0.32,4.4,0.42,0.16,0.0,0.0,1.5,0.014,77.0,3.8,0.17,40.0,1.0,185.0,170.0,0.0063,0.96,Grains
Ladyfingers,363.0,9100.0,3000.0,3700.0,1400.0,60000.0,0.0,11000.0,1000.0,221.0,147.0,0.1667999999999999,0.2799999999999999,0.077,0.00075,0.43,2.1,1.1,0.12,0.0,0.0,0.0,0.0,47.0,3.6,0.1,12.0,0.24,173.0,113.0,0.0,1.1,Grains
Cookie dough,424.0,19000.0,4800.0,11000.0,2600.0,59000.0,0.0,5400.0,2500.0,24.0,294.0,0.0209999999999999,0.23,0.0349999999999999,4e-05,0.15,1.9,0.37,0.04,0.0,0.0,0.0,0.0,31.0,2.1,0.11,28.0,0.7699999999999999,104.0,147.0,0.0090999999999999,0.64,Grains
Shortbread,514.0,26000.0,8100.0,6700.0,8300.0,64000.0,22000.0,5400.0,1300.0,0.0,353.0,0.0003,0.35,0.081,0.0,0.31,3.3,0.32,0.0699999999999999,0.0,0.0,2.4,0.011,13.0,3.0,0.09,14.0,0.39,66.0,88.0,0.0062,0.49,Grains
Puff pastry,558.0,39000.0,5500.0,8800.0,22000.0,46000.0,750.0,7400.0,1500.0,0.0,253.0,0.0003,0.32,0.055,0.0,0.2599999999999999,3.8,0.0,0.02,0.0,0.0,0.55,0.016,10.0,2.6,0.12,16.0,0.5,60.0,62.0,0.025,0.54,Grains
Cheese crackers,489.0,23000.0,5300.0,5700.0,10000.0,59000.0,4500.0,11000.0,2300.0,3.0,973.0,0.0467999999999999,0.5599999999999999,0.152,0.0003399999999999,0.34,6.1000000000000005,0.47,0.17,0.0,0.0,2.2,0.0094,136.0,4.9,0.1299999999999999,25.0,0.5599999999999999,200.0,156.0,0.014,1.2,Grains
Matzo,395.0,1400.0,230.0,130.0,600.0,84000.0,290.0,10000.0,3000.0,0.0,0.0,0.0,0.39,0.017,0.0,0.29,3.9,0.44,0.12,0.0,0.0,0.06,0.0003,13.0,3.2,0.06,25.0,0.65,89.0,112.0,0.037,0.68,Grains
Melba toast,390.0,3200.0,450.0,780.0,1300.0,77000.0,940.0,12000.0,6300.0,0.0,598.0,0.0,0.41,0.124,0.0,0.27,4.1000000000000005,0.69,0.1,0.0,0.0,0.43,0.0009,93.0,3.7,0.29,59.0,1.1,196.0,202.0,0.0349999999999999,2.0,Grains
Cracker,510.0,26000.0,5600.0,6600.0,13000.0,61000.0,8200.0,6600.0,2300.0,0.0,726.0,0.0,0.42,0.092,0.0,0.46,4.4,0.42,0.06,0.0,0.0,3.0,0.0689999999999999,120.0,4.0,0.1,18.0,0.49,248.0,118.0,0.0067,0.49,Grains
Cheese sandwich,497.0,25000.0,4100.0,10000.0,9200.0,58000.0,0.0,9800.0,3100.0,7.0,839.0,0.0213,0.36,0.064,0.0001199999999999,0.43,3.2,0.62,0.2599999999999999,1.5,0.0,0.0,0.0,204.0,2.6,0.16,54.0,1.1,382.0,306.0,0.024,0.87,Grains
Croissant,406.0,21000.0,12000.0,5500.0,1100.0,46000.0,11000.0,8200.0,2600.0,67.0,467.0,0.2231999999999999,0.39,0.088,0.00016,0.24,2.2,0.86,0.06,0.2,0.0,0.8400000000000001,0.0018,37.0,2.0,0.08,16.0,0.33,105.0,118.0,0.023,0.75,Grains
Crouton,407.0,6600.0,1500.0,3100.0,1300.0,74000.0,0.0,12000.0,5100.0,0.0,698.0,0.0,0.62,0.132,0.0,0.27,5.4,0.43,0.03,0.0,0.0,0.0,0.0,76.0,4.1000000000000005,0.16,31.0,0.5,115.0,124.0,0.038,0.8899999999999999,Grains
Danish pastry,374.0,22000.0,6800.0,11000.0,2600.0,37000.0,7000.0,8000.0,1000.0,23.0,417.0,0.0384,0.19,0.06,0.0001999999999999,0.2599999999999999,2.0,0.3,0.04,0.1,0.0,0.35,0.0069,35.0,1.8,0.09,15.0,0.35,108.0,98.0,0.019,0.7,Grains
Doughnuts,434.0,25000.0,11000.0,8500.0,3900.0,47000.0,18000.0,5300.0,1700.0,10.0,477.0,0.0042,0.39,0.092,6e-05,0.3,2.9,0.38,0.05,0.0,0.0,2.0,0.0098,40.0,2.5,0.09,17.0,0.33,260.0,134.0,0.01,0.5,Grains
English muffins,227.0,1700.0,730.0,380.0,500.0,44000.0,3500.0,8900.0,3500.0,0.0,425.0,0.0,0.48,0.094,4e-05,0.25,4.1000000000000005,0.36,0.05,1.8,0.0,0.31,0.0012,163.0,4.0,0.1399999999999999,24.0,0.51,92.0,109.0,0.022,1.1,Grains
French toast,229.0,11000.0,2700.0,4500.0,2600.0,25000.0,0.0,7700.0,0.0,116.0,479.0,0.1508999999999999,0.2,0.043,0.00031,0.32,1.6,0.55,0.0699999999999999,0.3,0.0,0.0,0.0,100.0,1.7,0.06,17.0,0.19,117.0,134.0,0.02,0.67,Grains
Hush puppies,337.0,14000.0,2100.0,3300.0,7200.0,46000.0,2000.0,7700.0,2800.0,45.0,668.0,0.0557999999999999,0.35,0.089,0.00019,0.33,2.8,0.36,0.1,0.2,0.0,1.3,0.024,278.0,3.0,0.0699999999999999,24.0,0.22,189.0,144.0,0.016,0.66,Grains
Muffin,375.0,16000.0,2800.0,4800.0,8100.0,53000.0,31000.0,4500.0,1100.0,30.0,336.0,0.0219,0.17,0.048,0.00016,0.16,1.4,0.47,0.04,0.9,0.0001,1.6,0.039,44.0,1.3,0.06,10.0,0.45,146.0,121.0,0.0081999999999999,0.37,Grains
Pancake,227.0,9700.0,2100.0,2500.0,4400.0,28000.0,0.0,6400.0,0.0,59.0,439.0,0.0588,0.2,0.038,0.00022,0.2799999999999999,1.6,0.41,0.05,0.3,0.0,0.0,0.0,219.0,1.8,0.05,16.0,0.2,159.0,132.0,0.015,0.5599999999999999,Grains
Blueberry pie,245.0,12000.0,2900.0,5100.0,3100.0,34000.0,0.0,2700.0,0.0,0.0,185.0,0.0125999999999999,153.0,0.023,0.0,0.1299999999999999,1.2,0.12,0.03,0.7,0.0,0.0,0.0,7.0,1.2,0.0699999999999999,8.0,0.3,30.0,50.0,0.0074,0.2,Grains
Cherry pie,270.0,12000.0,3000.0,5300.0,3200.0,39000.0,0.0,2800.0,0.0,0.0,191.0,0.1226999999999999,0.15,0.027,0.0,0.1299999999999999,1.3,0.12,0.03,1.0,0.0,0.0,0.0,10.0,1.9,0.08,9.0,0.2,30.0,77.0,0.0078,0.2,Grains
Cream pie,353.0,22000.0,12000.0,7300.0,1100.0,38000.0,27000.0,4200.0,800.0,12.0,266.0,0.0498,0.09,0.019,0.0001199999999999,0.1399999999999999,0.61,0.23,0.02,0.0,0.0001,1.1,0.0095,66.0,1.5,0.12,19.0,0.16,79.0,161.0,0.006,0.44,Grains
Lemon meringue pie,285.0,13000.0,3200.0,5600.0,3300.0,39000.0,0.0,3800.0,0.0,53.0,242.0,0.0479999999999999,0.12,0.025,0.0001199999999999,0.16,0.94,0.21,0.03,3.3,0.0,0.0,0.0,12.0,1.0,0.04,6.0,0.1299999999999999,42.0,65.0,0.012,0.2799999999999999,Grains
Pecan pie,412.0,22000.0,4000.0,11000.0,5700.0,52000.0,0.0,4900.0,0.0,87.0,262.0,0.1070999999999999,0.19,0.026,0.0001699999999999,0.18,0.85,0.48,0.06,0.2,0.0,0.0,0.0,32.0,1.5,0.21,26.0,0.71,94.0,133.0,0.012,1.0,Grains
Pumpkin pie,243.0,9800.0,2000.0,4600.0,1800.0,35000.0,19000.0,3900.0,1800.0,26.0,239.0,1.0302,0.18,0.026,0.00035,0.12,1.1,0.45,0.06,0.0,0.0001,0.76,0.013,64.0,0.9,0.15,14.0,0.23,81.0,167.0,0.0054,0.39,Grains
Pie crust,518.0,31000.0,8000.0,18000.0,4000.0,52000.0,0.0,6900.0,0.0,0.0,753.0,0.0,0.39,0.104,0.0,0.21,2.7,0.27,0.06,0.0,0.0,0.0,0.0,61.0,2.2,0.08,15.0,0.32,86.0,64.0,0.023,0.4,Grains
Pastry,551.0,38000.0,9600.0,22000.0,4900.0,45000.0,740.0,7300.0,1500.0,0.0,249.0,0.0003,0.4,0.078,0.0,0.2799999999999999,4.2,0.0,0.02,0.0,0.0,0.54,0.016,10.0,2.6,0.11,16.0,0.49,60.0,61.0,0.024,0.53,Grains
Filo,299.0,6000.0,1500.0,3100.0,920.0,53000.0,180.0,7100.0,1900.0,0.0,483.0,0.0,0.54,0.088,0.0,0.34,4.1000000000000005,0.3,0.03,0.0,0.0,0.08,0.0025,11.0,3.2,0.1,15.0,0.48,75.0,74.0,0.023,0.49,Grains
Popovers,371.0,4300.0,980.0,2000.0,820.0,71000.0,0.0,10000.0,0.0,0.0,906.0,0.0,0.43,0.145,8e-05,0.15,3.4,0.48,0.04,0.1,0.0,0.0,0.0,32.0,3.0,0.17,25.0,0.74,100.0,100.0,0.038,0.88,Grains
